1,161
2,116
3,162
4,92
5,139
6,136
7,79
8,127
9,191
10,63
11,162
12,58
13,150
14,112
15,197
16,69
17,92
18,196
19,146
20,50
21,34
22,149
23,53
24,105
25,19
26,61
27,10
28,79
29,85
30,73
31,85
32,167
33,82
34,63
35,36
36,103
37,9
38,161
39,156
40,17
41,177
42,95
43,23
44,51
45,150
46,175
47,122
48,76
49,188
50,58
51,145
52,65
53,131
54,14
55,189
56,190
57,61
58,11
59,30
60,131
61,191
62,198
63,94
64,171
65,155
66,93
67,89
68,131
69,63
70,144
71,41
72,94
73,155
74,124
75,26
76,144
77,158
78,80
79,13
80,125
81,163
82,154
83,121
84,52
85,145
86,167
87,72
88,102
89,135
90,115
91,198
92,49
93,113
94,197
95,61
96,68
97,192
98,14
99,159
100,91
101,56
102,90
103,57
104,143
105,119
106,131
107,196
108,69
109,55
110,42
111,160
112,126
113,126
114,166
115,136
116,69
117,190
118,165
119,103
120,1
121,167
122,29
123,2
124,161
125,15
126,33
127,85
128,28
129,118
130,46
131,56
132,155
133,121
134,82
135,69
136,108
137,84
138,150
139,81
140,149
141,144
142,41
143,88
144,35
145,7
146,142
147,35
148,170
149,81
150,46
151,92
152,47
153,113
154,186
155,98
156,168
157,68
158,113
159,198
160,85
161,140
162,36
163,113
164,98
165,19
166,189
167,85
168,118
169,55
170,136
171,107
172,180
173,17
174,13
175,10
176,46
177,36
178,64
179,145
180,59
181,149
182,119
183,139
184,162
185,197
186,12
187,138
188,184
189,40
190,200
191,60
192,187
193,39
194,141
195,34
196,50
197,140
198,86
199,26
200,186
201,172
202,157
203,48
204,133
205,140
206,78
207,87
208,27
209,27
210,77
211,129
212,105
213,51
214,143
215,157
216,123
217,189
218,91
219,177
220,90
221,53
222,119
223,196
224,14
225,70
226,65
227,135
228,153
229,19
230,167
231,79
232,17
233,8
234,181
235,116
236,79
237,3
238,23
239,129
240,12
241,179
242,38
243,151
244,68
245,8
246,125
247,112
248,150
249,153
250,33
251,33
252,2
253,46
254,70
255,27
256,39
257,83
258,190
259,42
260,122
261,96
262,4
263,145
264,168
265,138
266,150
267,134
268,26
269,190
270,138
271,188
272,111
273,55
274,84
275,182
276,129
277,166
278,182
279,60
280,182
281,24
282,55
283,125
284,170
285,165
286,197
287,61
288,131
289,86
290,151
291,40
292,176
293,90
294,178
295,108
296,146
297,142
298,186
299,191
300,23
301,106
302,81
303,52
304,160
305,160
306,52
307,65
308,14
309,47
310,160
311,51
312,58
313,51
314,100
315,0
316,31
317,169
318,157
319,61
320,48
321,22
322,141
323,179
324,174
325,41
326,151
327,77
328,150
329,57
330,121
331,129
332,136
333,120
334,65
335,28
336,125
337,54
338,124
339,44
340,111
341,34
342,71
343,161
344,197
345,91
346,156
347,152
348,122
349,168
350,86
351,164
352,70
353,102
354,121
355,196
356,28
357,11
358,155
359,75
360,45
361,126
362,117
363,121
364,35
365,170
366,167
367,77
368,8
369,130
370,189
371,49
372,75
373,148
374,162
375,30
376,70
377,22
378,195
379,8
380,113
381,66
382,75
383,9
384,26
385,193
386,61
387,180
388,139
389,8
390,62
391,20
392,65
393,6
394,16
395,126
396,148
397,104
398,80
399,57
400,60
401,31
402,44
403,47
404,181
405,75
406,5
407,125
408,174
409,148
410,182
411,30
412,189
413,93
414,174
415,15
416,28
417,93
418,95
419,170
420,66
421,27
422,149
423,45
424,125
425,90
426,54
427,172
428,139
429,108
430,171
431,96
432,41
433,62
434,77
435,111
436,104
437,198
438,157
439,48
440,65
441,96
442,136
443,80
444,103
445,2
446,89
447,142
448,173
449,183
450,82
451,173
452,47
453,97
454,113
455,154
456,194
457,5
458,150
459,181
460,94
461,144
462,90
463,179
464,176
465,65
466,127
467,90
468,127
469,79
470,75
471,91
472,106
473,108
474,7
475,64
476,101
477,110
478,122
479,91
480,119
481,126
482,86
483,129
484,176
485,36
486,3
487,69
488,138
489,103
490,139
491,140
492,17
493,129
494,122
495,145
496,78
497,76
498,6
499,80
500,169
501,59
502,44
503,110
504,95
505,178
506,0
507,97
508,32
509,11
510,195
511,113
512,12
513,194
514,93
515,173
516,199
517,19
518,115
519,5
520,166
521,111
522,133
523,6
524,72
525,114
526,43
527,54
528,47
529,46
530,189
531,39
532,173
533,197
534,131
535,65
536,111
537,161
538,169
539,26
540,80
541,25
542,125
543,175
544,38
545,97
546,112
547,60
548,200
549,66
550,96
551,177
552,36
553,9
554,146
555,163
556,185
557,181
558,106
559,19
560,52
561,84
562,47
563,167
564,108
565,64
566,82
567,166
568,150
569,33
570,47
571,60
572,29
573,4
574,131
575,1
576,42
577,85
578,112
579,147
580,14
581,136
582,170
583,83
584,73
585,22
586,64
587,183
588,88
589,106
590,84
591,31
592,58
593,34
594,4
595,47
596,190
597,5
598,77
599,112
600,169
601,107
602,19
603,90
604,85
605,66
606,199
607,169
608,116
609,53
610,64
611,19
612,84
613,164
614,168
615,134
616,12
617,17
618,48
619,126
620,112
621,175
622,91
623,147
624,57
625,22
626,71
627,105
628,168
629,169
630,94
631,135
632,140
633,51
